,word,pos_tag,tag_type,sentence
613,accurate,JJ,ADJ,covid vaccinesatm trial done long period enough pas efficacy safety protocol normally applied vaccine community leader need provide accurate information constituency scientist please help
614,information,NN,NOUN,covid vaccinesatm trial done long period enough pas efficacy safety protocol normally applied vaccine community leader need provide accurate information constituency scientist please help
615,constituency,NN,NOUN,covid vaccinesatm trial done long period enough pas efficacy safety protocol normally applied vaccine community leader need provide accurate information constituency scientist please help
616,scientist,NN,NOUN,covid vaccinesatm trial done long period enough pas efficacy safety protocol normally applied vaccine community leader need provide accurate information constituency scientist please help
617,please,UH,INTJ,covid vaccinesatm trial done long period enough pas efficacy safety protocol normally applied vaccine community leader need provide accurate information constituency scientist please help
618,help,VB,VERB,covid vaccinesatm trial done long period enough pas efficacy safety protocol normally applied vaccine community leader need provide accurate information constituency scientist please help
619,see,VB,VERB,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
620,microchip,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
621,can,MD,AUX,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
622,not,RB,PART,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
623,put,VB,VERB,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
624,using,VBG,VERB,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
625,covid,JJ,ADJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
626,vaccine,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
627,plus,CC,CCONJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
628,need,VB,VERB,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
629,bigger,JJR,ADJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
630,large,JJ,ADJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
631,scale,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
632,tracking,VBG,VERB,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
633,extremely,RB,ADV,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
634,close,JJ,ADJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
635,range,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
636,someone,NN,PRON,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
637,track,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
638,cell,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
639,phone,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
640,use,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
641,spread,VBD,VERB,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
642,false,JJ,ADJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
643,information,NN,NOUN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
644,stupidly,RB,ADV,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
645,easier,JJR,ADJ,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
646,co,NNP,PROPN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
647,xxxqx,NNP,PROPN,see microchip cannot put using covid vaccine plus need bigger large scale tracking extremely close range someone track cell phone use spread false information stupidly easier co xxxqx
648,vernersviews,NNP,PROPN,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
649,anyone,NN,PRON,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
650,providing,VBG,VERB,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
651,number,NN,NOUN,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
652,people,NNS,NOUN,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
653,may,MD,AUX,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
654,suffered,VBN,VERB,vernersviews anyone providing number people may suffered serious side effect perhaps death must take following number account many million st dos vaccine proving safe vastly safer covid course co j jqcive v
